,Date,Position,Batter,Runs,Total Bases,Walks,Strike Outs,Stolen Bases,Points
1033,JULY 12,OF,Brendan Donovan,0,1,0,1,0,2.0
1034,JULY 12,UTIL,Steven Kwan,0,1,0,0,1,0.0
1035,JULY 13,C,Jonah Heim,0,1,0,1,0,2.0
1036,JULY 13,1B,Yandy Diaz,0,2,1,0,0,3.0
1037,JULY 13,2B,Willi Castro,0,2,0,1,0,3.0
1038,JULY 13,3B,Alec Bohm,1,1,0,2,2,2.0
1039,JULY 13,SS,Jackson Merrill,0,2,0,0,1,1.0
1040,JULY 13,OF,Jarren Duran,0,3,0,0,1,2.0
1042,JULY 13,OF,Brendan Donovan,1,3,1,0,1,4.0
1043,JULY 13,UTIL,Steven Kwan,0,0,0,1,1,0.0
1044,JULY 14,C,Jonah Heim,0,0,0,0,2,-2.0
1045,JULY 14,1B,Yandy Diaz,0,0,0,0,2,-2.0
1046,JULY 14,2B,Willi Castro,0,0,0,0,0,0.0
1047,JULY 14,3B,Alec Bohm,1,4,0,0,0,5.0
1048,JULY 14,SS,Jackson Merrill,0,0,0,0,2,-2.0
1049,JULY 14,OF,Jarren Duran,1,5,0,0,0,6.0
1051,JULY 14,OF,Brendan Donovan,1,3,0,1,0,6.0
1052,JULY 14,UTIL,Steven Kwan,0,1,0,0,0,2.0
1089,JULY 19,C,Jonah Heim,0,0,0,0,0,0.0
1092,JULY 19,3B,Alec Bohm,1,2,0,1,2,2.0
1093,JULY 19,SS,Jackson Merrill,0,0,0,0,4,-4.0
1094,JULY 19,OF,Jarren Duran,1,6,1,0,1,7.0
1097,JULY 19,UTIL,Steven Kwan,1,2,0,0,1,3.0
1098,JULY 20,C,Jonah Heim,0,0,0,0,0,0.0
1100,JULY 20,2B,Willi Castro,1,2,0,0,2,1.0
1101,JULY 20,3B,Alec Bohm,0,0,0,1,0,1.0
1102,JULY 20,SS,Jackson Merrill,1,3,0,0,3,1.0
1103,JULY 20,OF,Jarren Duran,2,3,2,2,1,8.0
1105,JULY 20,OF,Brendan Donovan,1,5,3,0,1,8.0
1106,JULY 20,UTIL,Steven Kwan,0,0,0,0,0,0.0
1107,JULY 21,C,Jonah Heim,1,4,3,0,0,8.0
1109,JULY 21,2B,Willi Castro,1,2,0,2,1,4.0
1110,JULY 21,3B,Alec Bohm,1,2,1,0,1,3.0
1111,JULY 21,SS,Jackson Merrill,1,0,0,1,1,1.0
1112,JULY 21,OF,Jarren Duran,2,6,4,0,1,11.0
1114,JULY 21,OF,Brendan Donovan,0,1,0,0,0,1.0
1115,JULY 21,UTIL,Steven Kwan,0,0,0,0,0,0.0
1116,JULY 22,C,Jonah Heim,0,1,1,0,0,2.0
1117,JULY 22,1B,Alec Bohm,0,1,0,0,0,1.0
1118,JULY 22,2B,Brendan Donovan,0,0,0,0,0,0.0
1119,JULY 22,3B,Willi Castro,0,1,2,1,1,3.0
1121,JULY 22,OF,Jarren Duran,2,3,0,0,0,5.0
1123,JULY 22,OF,Randy Arozarena,0,0,0,0,1,-1.0
1124,JULY 22,UTIL,Steven Kwan,0,1,0,0,1,0.0
1125,JULY 23,C,Jonah Heim,0,0,0,1,1,0.0
1126,JULY 23,1B,Alec Bohm,1,0,0,1,1,1.0
1127,JULY 23,2B,Brendan Donovan,0,0,0,0,0,0.0
1128,JULY 23,3B,Willi Castro,0,0,0,0,2,-2.0
1129,JULY 23,SS,Jackson Merrill,0,2,2,0,1,3.0
1130,JULY 23,OF,Jarren Duran,2,1,0,1,0,4.0
1132,JULY 23,OF,Randy Arozarena,1,0,0,2,2,2.0
1133,JULY 23,UTIL,Steven Kwan,1,5,1,1,0,8.0
1134,JULY 24,C,Jonah Heim,0,0,0,0,1,-1.0
1135,JULY 24,1B,Alec Bohm,0,4,0,1,1,4.0
1136,JULY 24,2B,Brendan Donovan,0,0,0,1,0,1.0
1137,JULY 24,3B,Willi Castro,1,1,0,1,1,2.0
1138,JULY 24,SS,Jackson Merrill,3,7,1,0,1,10.0
1139,JULY 24,OF,Jarren Duran,2,8,3,0,0,13.0
1141,JULY 24,OF,Randy Arozarena,2,3,1,1,0,8.0
1142,JULY 24,UTIL,Steven Kwan,0,1,1,0,1,1.0
1147,JULY 25,SS,Jackson Merrill,0,0,0,1,1,1.0
1150,JULY 25,OF,Randy Arozarena,0,0,1,0,1,0.0
1151,JULY 25,UTIL,Steven Kwan,0,0,0,0,1,-1.0
1152,JULY 26,C,Jonah Heim,0,2,2,0,1,3.0
1153,JULY 26,1B,Alec Bohm,0,2,0,0,1,1.0
1154,JULY 26,2B,Brendan Donovan,0,0,0,0,1,-1.0
1155,JULY 26,3B,Willi Castro,1,1,2,0,3,1.0
1156,JULY 26,SS,Jackson Merrill,0,3,1,0,0,4.0
1157,JULY 26,OF,Steven Kwan,0,1,0,1,1,1.0
1158,JULY 26,OF,Jarren Duran,0,1,0,0,3,-2.0
1160,JULY 26,UTIL,Yandy Diaz,0,1,0,0,0,1.0
1161,JULY 27,C,Jonah Heim,0,0,0,0,1,-1.0
1162,JULY 27,1B,Alec Bohm,0,1,0,1,1,1.0
1163,JULY 27,2B,Brendan Donovan,0,2,0,0,0,2.0
1164,JULY 27,3B,Willi Castro,0,0,0,0,2,-2.0
1165,JULY 27,SS,Jackson Merrill,1,1,2,0,0,4.0
1166,JULY 27,OF,Steven Kwan,0,1,0,0,0,1.0
1167,JULY 27,OF,Jarren Duran,1,3,1,1,1,5.0
1169,JULY 27,UTIL,Yandy Diaz,1,4,1,0,1,5.0
1170,JULY 28,C,Jonah Heim,0,0,0,0,0,0.0
1171,JULY 28,1B,Alec Bohm,0,0,0,2,0,2.0
1172,JULY 28,2B,Brendan Donovan,0,0,0,0,1,-1.0
1173,JULY 28,3B,Willi Castro,2,3,0,1,0,6.0
1174,JULY 28,SS,Jackson Merrill,1,2,0,0,1,2.0
1175,JULY 28,OF,Steven Kwan,1,5,1,0,0,7.0
1176,JULY 28,OF,Jarren Duran,0,0,0,0,2,-2.0
1178,JULY 28,UTIL,Yandy Diaz,0,0,0,1,0,1.0
1179,JULY 29,C,Jonah Heim,0,2,1,0,0,3.0
1180,JULY 29,1B,Alec Bohm,0,1,0,0,1,0.0
1181,JULY 29,2B,Brendan Donovan,0,0,0,0,0,0.0
1182,JULY 29,3B,Willi Castro,0,0,0,0,1,-1.0
1184,JULY 29,OF,Steven Kwan,0,0,0,0,0,0.0
1185,JULY 29,OF,Jarren Duran,2,4,1,0,1,7.0
1188,JULY 30,C,Jonah Heim,0,0,0,0,1,-1.0
1189,JULY 30,1B,Alec Bohm,0,2,1,0,1,2.0
1191,JULY 30,3B,Willi Castro,0,0,0,0,1,-1.0
1192,JULY 30,SS,Jackson Merrill,1,4,1,0,1,5.0
1193,JULY 30,OF,Steven Kwan,0,0,0,0,0,0.0
1194,JULY 30,OF,Jarren Duran,0,1,0,0,1,0.0
1196,JULY 30,UTIL,Yandy Diaz,1,2,2,0,3,2.0
1198,JULY 31,1B,Alec Bohm,2,5,1,0,0,8.0
1199,JULY 31,2B,Brendan Donovan,1,2,3,0,0,6.0
1201,JULY 31,SS,Jackson Merrill,1,3,1,0,1,4.0
1203,JULY 31,OF,Jarren Duran,0,2,0,1,0,3.0
1205,JULY 31,UTIL,Yandy Diaz,0,1,0,0,1,0.0
1208,AUGUST 1,2B,Brendan Donovan,0,0,0,0,2,-2.0
1211,AUGUST 1,OF,Steven Kwan,1,2,0,0,1,2.0
1216,AUGUST 2,1B,Alec Bohm,1,3,0,0,0,4.0
1217,AUGUST 2,2B,Brendan Donovan,0,1,1,1,1,2.0
1218,AUGUST 2,3B,Willi Castro,1,5,2,0,2,6.0
1219,AUGUST 2,SS,Jackson Merrill,0,0,0,0,1,-1.0
1220,AUGUST 2,OF,Steven Kwan,1,1,1,1,0,5.0
1221,AUGUST 2,OF,Jarren Duran,1,4,0,0,0,6.0
1223,AUGUST 2,UTIL,Yandy Diaz,1,3,0,1,0,5.0
1224,AUGUST 3,C,Jonah Heim,2,5,3,0,1,9.0
1225,AUGUST 3,1B,Alec Bohm,1,1,3,0,0,6.0
1226,AUGUST 3,2B,Brendan Donovan,1,3,0,0,0,4.0
1227,AUGUST 3,3B,Willi Castro,1,1,2,0,0,4.0
1228,AUGUST 3,SS,Jackson Merrill,0,0,1,0,0,1.0
1229,AUGUST 3,OF,Steven Kwan,2,0,0,2,1,3.0
1230,AUGUST 3,OF,Jarren Duran,0,1,0,0,3,-2.0
1232,AUGUST 3,UTIL,Yandy Diaz,2,6,1,0,1,8.0
1233,AUGUST 4,C,Jonah Heim,0,0,0,0,0,0.0
1234,AUGUST 4,1B,Alec Bohm,1,4,1,0,2,4.0
1235,AUGUST 4,2B,Brendan Donovan,0,0,0,1,0,1.0
1236,AUGUST 4,3B,Willi Castro,1,4,3,1,2,7.0
1237,AUGUST 4,SS,Jackson Merrill,1,2,1,1,1,4.0
1238,AUGUST 4,OF,Steven Kwan,2,2,1,2,0,9.0
1239,AUGUST 4,OF,Jarren Duran,1,7,2,1,0,13.0
1241,AUGUST 4,UTIL,Yandy Diaz,0,1,0,1,1,1.0
1242,AUGUST 5,C,Jonah Heim,0,0,0,0,1,-1.0
1243,AUGUST 5,1B,Alec Bohm,0,1,1,0,0,2.0
1244,AUGUST 5,2B,Brendan Donovan,0,1,0,0,1,0.0
1245,AUGUST 5,3B,Willi Castro,1,0,0,1,2,0.0
1247,AUGUST 5,OF,Steven Kwan,0,4,0,0,0,4.0
1248,AUGUST 5,OF,Jarren Duran,0,2,3,0,1,5.0
1251,AUGUST 6,C,Jonah Heim,0,0,0,0,0,0.0
1252,AUGUST 6,1B,Alec Bohm,1,3,0,0,1,3.0
1254,AUGUST 6,3B,Willi Castro,0,0,0,0,0,0.0
1255,AUGUST 6,SS,Jackson Merrill,1,2,0,0,0,3.0
1257,AUGUST 6,OF,Jarren Duran,0,1,0,0,1,0.0
1259,AUGUST 6,UTIL,Yandy Diaz,1,0,0,1,2,0.0
1260,AUGUST 7,C,Jonah Heim,0,2,1,0,0,3.0
1261,AUGUST 7,1B,Alec Bohm,1,2,0,0,0,3.0
1262,AUGUST 7,2B,Brendan Donovan,0,0,0,0,0,0.0
1263,AUGUST 7,3B,Willi Castro,0,0,0,0,0,0.0
1264,AUGUST 7,SS,Jackson Merrill,3,10,4,0,0,17.0
1265,AUGUST 7,OF,Steven Kwan,1,1,0,0,2,0.0
1266,AUGUST 7,OF,Jarren Duran,0,0,0,0,1,-1.0
1268,AUGUST 7,UTIL,Yandy Diaz,0,1,0,1,1,1.0
1270,AUGUST 8,1B,Alec Bohm,0,2,0,0,0,2.0
1271,AUGUST 8,2B,Brendan Donovan,0,3,1,1,0,5.0
1273,AUGUST 8,SS,Jackson Merrill,2,1,0,1,2,2.0
1277,AUGUST 8,UTIL,Yandy Diaz,1,1,1,0,0,3.0
1279,AUGUST 9,1B,Alec Bohm,0,3,0,0,1,2.0
1280,AUGUST 9,2B,Brendan Donovan,1,4,0,0,0,5.0
1281,AUGUST 9,3B,Willi Castro,2,3,0,0,1,6.0
1282,AUGUST 9,SS,Jackson Merrill,1,8,2,1,0,14.0
1283,AUGUST 9,OF,Steven Kwan,1,1,0,0,0,2.0
1284,AUGUST 9,OF,Jarren Duran,1,3,0,1,1,5.0
1286,AUGUST 9,UTIL,Yandy Diaz,0,0,0,0,2,-2.0
1287,AUGUST 10,C,Jonah Heim,0,0,0,1,0,1.0
1288,AUGUST 10,1B,Alec Bohm,0,1,0,0,1,0.0
1289,AUGUST 10,2B,Brendan Donovan,1,2,0,0,0,3.0
1290,AUGUST 10,3B,Willi Castro,1,2,0,0,1,2.0
1291,AUGUST 10,SS,Jackson Merrill,1,4,2,1,1,7.0
1292,AUGUST 10,OF,Steven Kwan,1,4,1,0,1,5.0
1293,AUGUST 10,OF,Jarren Duran,1,1,0,0,2,1.0
1295,AUGUST 10,UTIL,Yandy Diaz,1,1,0,0,0,2.0
1297,AUGUST 11,1B,Alec Bohm,0,2,2,0,1,3.0
1299,AUGUST 11,3B,Willi Castro,0,1,0,0,2,-1.0
1300,AUGUST 11,SS,Jackson Merrill,1,0,0,0,0,1.0
1301,AUGUST 11,OF,Steven Kwan,0,1,1,1,0,3.0
1302,AUGUST 11,OF,Jarren Duran,0,0,0,1,3,-2.0
1304,AUGUST 11,UTIL,Yandy Diaz,0,1,0,0,1,0.0
1305,AUGUST 12,C,Jonah Heim,1,0,0,1,2,0.0
1307,AUGUST 12,2B,Brendan Donovan,0,0,0,0,1,-1.0
1308,AUGUST 12,3B,Willi Castro,1,4,3,0,2,6.0
1309,AUGUST 12,SS,Jackson Merrill,0,0,0,0,2,-2.0
1310,AUGUST 12,OF,Steven Kwan,2,4,2,2,0,10.0
1313,AUGUST 12,UTIL,Yandy Diaz,0,0,0,1,1,0.0
1315,AUGUST 13,1B,Alec Bohm,0,0,0,1,0,1.0
1316,AUGUST 13,2B,Brendan Donovan,0,0,0,1,1,0.0
1317,AUGUST 13,3B,Willi Castro,1,2,0,0,2,1.0
1318,AUGUST 13,SS,Jackson Merrill,0,0,0,0,0,0.0
1319,AUGUST 13,OF,Steven Kwan,0,0,0,0,1,-1.0
1322,AUGUST 13,UTIL,Yandy Diaz,0,1,0,0,0,1.0
1323,AUGUST 14,C,Jonah Heim,1,4,2,0,0,7.0
1324,AUGUST 14,1B,Alec Bohm,1,2,1,0,0,4.0
1325,AUGUST 14,2B,Brendan Donovan,0,3,0,0,1,2.0
1326,AUGUST 14,3B,Willi Castro,0,0,0,0,2,-2.0
1327,AUGUST 14,SS,Jackson Merrill,1,4,2,0,0,7.0
1328,AUGUST 14,OF,Steven Kwan,1,2,0,0,0,3.0
1329,AUGUST 14,OF,Jarren Duran,0,1,0,0,2,-1.0
1331,AUGUST 14,UTIL,Yandy Diaz,0,1,1,0,1,1.0
1332,AUGUST 15,C,Jonah Heim,0,0,0,0,0,0.0
1333,AUGUST 15,1B,Alec Bohm,1,4,3,0,0,8.0
1335,AUGUST 15,3B,Willi Castro,1,4,1,0,2,4.0
1338,AUGUST 15,OF,Jarren Duran,0,0,0,0,2,-2.0
1342,AUGUST 16,1B,Alec Bohm,0,1,0,0,0,1.0
1343,AUGUST 16,2B,Brendan Donovan,0,3,1,1,0,5.0
1344,AUGUST 16,3B,Willi Castro,0,0,0,0,0,0.0
1345,AUGUST 16,SS,Jackson Merrill,0,4,0,0,0,4.0
1346,AUGUST 16,OF,Steven Kwan,0,0,0,0,0,0.0
1347,AUGUST 16,OF,Jarren Duran,3,7,1,1,1,11.0
1349,AUGUST 16,UTIL,Yandy Diaz,1,1,0,0,1,1.0
1350,AUGUST 17,C,Jonah Heim,1,2,0,0,0,3.0
1351,AUGUST 17,1B,Alec Bohm,2,1,1,1,0,5.0
1352,AUGUST 17,2B,Brendan Donovan,0,1,0,0,0,1.0
1353,AUGUST 17,3B,Willi Castro,0,2,2,0,0,4.0
1355,AUGUST 17,OF,Steven Kwan,0,0,0,0,1,-1.0
1356,AUGUST 17,OF,Jarren Duran,0,1,2,0,1,3.0
1358,AUGUST 17,UTIL,Yandy Diaz,1,4,2,0,1,6.0
1360,AUGUST 18,1B,Alec Bohm,0,1,0,0,1,0.0
1361,AUGUST 18,2B,Brendan Donovan,0,1,0,0,0,1.0
1362,AUGUST 18,3B,Willi Castro,1,1,0,0,1,1.0
1363,AUGUST 18,SS,Jackson Merrill,1,1,0,0,0,2.0
1364,AUGUST 18,OF,Steven Kwan,0,1,0,0,0,1.0
1365,AUGUST 18,OF,Jarren Duran,0,0,0,0,1,0.0
1367,AUGUST 18,UTIL,Yandy Diaz,0,0,0,0,0,0.0
1368,AUGUST 19,C,Jonah Heim,1,1,0,0,1,1.0
1371,AUGUST 19,3B,Willi Castro,0,0,1,0,2,-1.0
1372,AUGUST 19,SS,Jackson Merrill,0,2,3,0,0,5.0
1374,AUGUST 19,OF,Jarren Duran,1,4,1,0,0,6.0
1376,AUGUST 19,UTIL,Yandy Diaz,0,1,0,1,1,1.0
1377,AUGUST 20,C,Jonah Heim,0,0,0,0,0,0.0
1378,AUGUST 20,1B,Alec Bohm,1,2,0,0,0,3.0
1379,AUGUST 20,2B,Brendan Donovan,0,1,0,0,0,1.0
1380,AUGUST 20,3B,Willi Castro,0,0,0,0,1,-1.0
1381,AUGUST 20,SS,Jackson Merrill,1,2,0,0,1,2.0
1382,AUGUST 20,OF,Steven Kwan,1,0,0,3,1,4.0
1383,AUGUST 20,OF,Jarren Duran,3,8,2,1,0,14.0
1385,AUGUST 20,UTIL,Yandy Diaz,0,3,0,0,0,3.0
1386,AUGUST 21,C,Jonah Heim,0,2,0,0,1,1.0
1387,AUGUST 21,1B,Alec Bohm,0,0,0,0,0,0.0
1388,AUGUST 21,2B,Brendan Donovan,0,0,0,0,0,0.0
1389,AUGUST 21,3B,Willi Castro,2,3,1,1,1,6.0
1390,AUGUST 21,SS,Jackson Merrill,1,5,2,0,0,8.0
1391,AUGUST 21,OF,Steven Kwan,0,0,0,0,0,0.0
1392,AUGUST 21,OF,Jarren Duran,1,2,0,2,0,6.0
1394,AUGUST 21,UTIL,Yandy Diaz,0,2,1,0,0,3.0
1397,AUGUST 22,2B,Brendan Donovan,0,0,1,0,0,1.0
1399,AUGUST 22,SS,Jackson Merrill,0,0,0,0,2,-2.0
1400,AUGUST 22,OF,Steven Kwan,0,1,0,0,0,2.0
1403,AUGUST 22,UTIL,Yandy Diaz,0,1,0,1,1,1.0
1404,AUGUST 23,C,Jonah Heim,0,0,0,0,1,-1.0
1405,AUGUST 23,1B,Alec Bohm,1,1,0,0,1,1.0
1406,AUGUST 23,2B,Brendan Donovan,2,4,1,2,0,10.0
1407,AUGUST 23,3B,Willi Castro,0,0,0,1,0,1.0
1408,AUGUST 23,SS,Jackson Merrill,1,1,0,0,0,2.0
1409,AUGUST 23,OF,Steven Kwan,0,0,0,0,1,-1.0
1410,AUGUST 23,OF,Jarren Duran,1,2,0,0,0,3.0
1412,AUGUST 23,UTIL,Yandy Diaz,0,0,0,0,0,0.0
1414,AUGUST 24,1B,Alec Bohm,0,0,0,0,0,0.0
1415,AUGUST 24,2B,Brendan Donovan,0,0,0,0,1,-1.0
1416,AUGUST 24,3B,Willi Castro,1,0,0,1,1,1.0
1417,AUGUST 24,SS,Jackson Merrill,0,1,0,0,0,1.0
1418,AUGUST 24,OF,Steven Kwan,1,2,2,1,0,6.0
1419,AUGUST 24,OF,Jarren Duran,0,0,0,1,2,-1.0
1421,AUGUST 24,UTIL,Yandy Diaz,0,2,1,0,0,3.0
1422,AUGUST 25,C,Jonah Heim,0,2,1,0,1,2.0
1423,AUGUST 25,1B,Alec Bohm,1,2,3,1,0,7.0
1424,AUGUST 25,2B,Brendan Donovan,1,0,0,0,1,0.0
1425,AUGUST 25,3B,Willi Castro,2,4,1,1,2,6.0
1426,AUGUST 25,SS,Jackson Merrill,1,4,1,1,0,7.0
1427,AUGUST 25,OF,Steven Kwan,1,0,0,1,1,1.0
1428,AUGUST 25,OF,Jarren Duran,0,0,0,1,1,0.0
1430,AUGUST 25,UTIL,Yandy Diaz,0,1,0,0,1,0.0
1432,AUGUST 26,1B,Alec Bohm,0,0,0,0,1,-1.0
1433,AUGUST 26,2B,Brendan Donovan,1,5,0,0,0,6.0
1434,AUGUST 26,3B,Willi Castro,1,0,0,0,1,0.0
1435,AUGUST 26,SS,Jackson Merrill,0,2,3,0,2,4.0
1436,AUGUST 26,OF,Steven Kwan,1,2,1,1,0,5.0
1437,AUGUST 26,OF,Jarren Duran,2,8,2,0,0,12.0
1440,AUGUST 27,C,Jonah Heim,1,1,0,0,2,0.0
1441,AUGUST 27,1B,Alec Bohm,0,2,1,0,1,2.0
1442,AUGUST 27,2B,Brendan Donovan,1,1,0,1,0,3.0
1443,AUGUST 27,3B,Willi Castro,2,4,0,1,1,6.0
1444,AUGUST 27,SS,Jackson Merrill,1,3,0,0,0,4.0
1445,AUGUST 27,OF,Steven Kwan,0,0,0,0,1,-1.0
1446,AUGUST 27,OF,Jarren Duran,1,5,1,0,1,6.0
1448,AUGUST 27,UTIL,Yandy Diaz,1,5,1,0,0,7.0
1450,AUGUST 28,1B,Alec Bohm,0,1,0,0,1,0.0
1451,AUGUST 28,2B,Brendan Donovan,0,0,1,0,0,1.0
1452,AUGUST 28,3B,Willi Castro,0,1,1,0,2,0.0
1453,AUGUST 28,SS,Jackson Merrill,0,0,0,1,2,0.0
1454,AUGUST 28,OF,Steven Kwan,1,2,1,1,0,5.0
1455,AUGUST 28,OF,Jarren Duran,1,1,0,1,1,2.0
1457,AUGUST 28,UTIL,Yandy Diaz,0,0,0,0,1,-1.0
1458,AUGUST 29,C,J.T. Realmuto,1,1,0,0,2,0.0
1459,AUGUST 29,1B,Alec Bohm,0,0,0,0,0,0.0
1460,AUGUST 29,2B,Brendan Donovan,0,2,0,0,1,1.0
1462,AUGUST 29,SS,Jackson Merrill,1,4,1,1,1,7.0
1464,AUGUST 29,OF,Jarren Duran,0,0,0,0,0,0.0
1467,AUGUST 30,C,J.T. Realmuto,1,4,1,0,0,6.0
1469,AUGUST 30,2B,Brendan Donovan,0,1,1,0,0,2.0
1470,AUGUST 30,3B,Willi Castro,0,0,1,0,1,0.0
1471,AUGUST 30,SS,Jackson Merrill,0,2,1,0,0,3.0
1472,AUGUST 30,OF,Steven Kwan,1,3,1,1,0,6.0
1473,AUGUST 30,OF,Jarren Duran,2,6,1,0,0,9.0
1475,AUGUST 30,UTIL,Yandy Diaz,1,5,2,1,0,9.0
1476,AUGUST 31,C,J.T. Realmuto,0,0,0,0,1,-1.0
1478,AUGUST 31,2B,Brendan Donovan,1,4,3,0,1,7.0
1479,AUGUST 31,3B,Willi Castro,0,1,0,1,0,2.0
1480,AUGUST 31,SS,Jackson Merrill,0,0,0,0,0,0.0
1481,AUGUST 31,OF,Steven Kwan,0,0,0,1,1,0.0
1482,AUGUST 31,OF,Jarren Duran,0,1,0,0,0,1.0
1485,SEPTEMBER 1,C,J.T. Realmuto,0,0,0,0,1,-1.0
1487,SEPTEMBER 1,2B,Brendan Donovan,3,4,0,0,0,7.0
1488,SEPTEMBER 1,3B,Willi Castro,0,0,0,1,1,0.0
1489,SEPTEMBER 1,SS,Jackson Merrill,1,4,2,0,1,6.0
1490,SEPTEMBER 1,OF,Steven Kwan,0,0,0,1,1,0.0
1491,SEPTEMBER 1,OF,Jarren Duran,0,1,1,0,2,0.0
1493,SEPTEMBER 1,UTIL,Yandy Diaz,1,1,0,2,0,4.0
1496,SEPTEMBER 2,2B,Brendan Donovan,1,2,0,1,0,4.0
1497,SEPTEMBER 2,3B,Willi Castro,0,1,0,1,2,0.0
1498,SEPTEMBER 2,SS,Jackson Merrill,0,2,0,0,0,2.0
1499,SEPTEMBER 2,OF,Steven Kwan,0,0,0,0,0,0.0
1500,SEPTEMBER 2,OF,Jarren Duran,0,1,1,0,1,1.0
1502,SEPTEMBER 2,UTIL,Yandy Diaz,0,0,0,0,1,-1.0
1503,SEPTEMBER 3,C,J.T. Realmuto,0,2,0,1,2,2.0
1505,SEPTEMBER 3,2B,Brendan Donovan,1,2,0,0,1,2.0
1506,SEPTEMBER 3,3B,Willi Castro,0,0,0,0,2,-1.0
1508,SEPTEMBER 3,OF,Steven Kwan,0,1,2,0,1,2.0
1509,SEPTEMBER 3,OF,Jarren Duran,1,1,0,1,1,2.0
1512,SEPTEMBER 4,C,J.T. Realmuto,1,4,1,0,1,5.0
1514,SEPTEMBER 4,2B,Brendan Donovan,0,1,0,0,2,-1.0
1515,SEPTEMBER 4,3B,Willi Castro,0,0,0,0,1,-1.0
1516,SEPTEMBER 4,SS,Jackson Merrill,2,7,3,0,0,12.0
1517,SEPTEMBER 4,OF,Steven Kwan,0,0,0,0,2,-2.0
1518,SEPTEMBER 4,OF,Jarren Duran,1,3,1,0,0,5.0
1520,SEPTEMBER 4,UTIL,Yandy Diaz,1,5,2,1,0,9.0
1521,SEPTEMBER 5,C,J.T. Realmuto,1,1,0,1,1,2.0
1522,SEPTEMBER 5,1B,Yandy Diaz,0,3,1,0,2,2.0
1525,SEPTEMBER 5,SS,Jackson Merrill,0,0,0,0,0,0.0
1529,SEPTEMBER 5,UTIL,Fernando Tatis Jr.,0,0,0,0,0,0.0
1530,SEPTEMBER 6,C,J.T. Realmuto,0,2,2,0,0,4.0
1531,SEPTEMBER 6,1B,Yandy Diaz,0,0,0,0,1,-1.0
1532,SEPTEMBER 6,2B,Brendan Donovan,0,0,0,0,0,0.0
1534,SEPTEMBER 6,SS,Jackson Merrill,0,0,0,0,2,-2.0
1535,SEPTEMBER 6,OF,Steven Kwan,0,0,0,1,0,1.0
1536,SEPTEMBER 6,OF,Jarren Duran,0,0,0,0,1,-1.0
1538,SEPTEMBER 6,UTIL,Fernando Tatis Jr.,2,2,0,0,1,3.0
1540,SEPTEMBER 7,1B,Yandy Diaz,2,6,2,1,1,10.0
1543,SEPTEMBER 7,SS,Jackson Merrill,0,0,0,0,0,0.0
1544,SEPTEMBER 7,OF,Steven Kwan,0,0,0,1,1,0.0
1545,SEPTEMBER 7,OF,Jarren Duran,1,1,0,0,1,1.0
1547,SEPTEMBER 7,UTIL,Fernando Tatis Jr.,0,2,0,0,0,2.0
1551,SEPTEMBER 8,3B,Junior Caminero,0,1,0,0,1,0.0
1552,SEPTEMBER 8,SS,Jackson Merrill,2,4,1,1,0,8.0
1554,SEPTEMBER 8,OF,Jarren Duran,0,1,0,0,0,1.0
1556,SEPTEMBER 8,UTIL,Fernando Tatis Jr.,0,0,0,0,3,-3.0
1558,SEPTEMBER 9,1B,Yandy Diaz,0,2,0,0,0,2.0
1560,SEPTEMBER 9,3B,Junior Caminero,0,0,0,0,2,-2.0
1562,SEPTEMBER 9,OF,Steven Kwan,2,1,0,2,1,5.0
1563,SEPTEMBER 9,OF,Jarren Duran,0,0,0,0,3,-3.0
1564,SEPTEMBER 9,OF,Jonny DeLuca,0,1,0,0,1,0.0
1567,SEPTEMBER 10,1B,Yandy Diaz,0,1,1,0,1,1.0
1568,SEPTEMBER 10,2B,Brendan Donovan,0,3,0,0,0,3.0
1569,SEPTEMBER 10,3B,Junior Caminero,1,3,1,1,0,6.0
1570,SEPTEMBER 10,SS,Jackson Merrill,0,0,0,0,1,-1.0
1571,SEPTEMBER 10,OF,Steven Kwan,1,1,0,1,2,1.0
1572,SEPTEMBER 10,OF,Jarren Duran,1,1,0,0,1,1.0
1574,SEPTEMBER 10,UTIL,Fernando Tatis Jr.,1,5,3,0,2,7.0
1576,SEPTEMBER 11,1B,Yandy Diaz,0,1,0,0,0,1.0
1577,SEPTEMBER 11,2B,Brendan Donovan,0,1,0,1,1,1.0
1578,SEPTEMBER 11,3B,Junior Caminero,0,0,0,0,1,-1.0
1579,SEPTEMBER 11,SS,Jackson Merrill,0,0,0,0,2,-2.0
1580,SEPTEMBER 11,OF,Steven Kwan,2,2,0,1,0,5.0
1581,SEPTEMBER 11,OF,Jarren Duran,2,1,0,0,0,3.0
1583,SEPTEMBER 11,UTIL,Fernando Tatis Jr.,1,4,1,0,1,5.0
1585,SEPTEMBER 12,1B,Yandy Diaz,0,3,0,1,0,4.0
1586,SEPTEMBER 12,2B,Brendan Donovan,1,4,2,1,0,8.0
1587,SEPTEMBER 12,3B,Junior Caminero,0,0,0,0,1,-1.0
1589,SEPTEMBER 12,OF,Steven Kwan,0,1,0,2,0,3.0
1590,SEPTEMBER 12,OF,Jarren Duran,0,0,0,0,2,-2.0
1593,SEPTEMBER 13,C,J.T. Realmuto,0,0,0,0,1,-1.0
1595,SEPTEMBER 13,2B,Brendan Donovan,0,1,0,0,1,0.0
1596,SEPTEMBER 13,3B,Junior Caminero,0,1,0,0,1,0.0
