,Date,Position,Batter,Runs,Total Bases,Walks,Strike Outs,Stolen Bases,Points
1651,SEPTEMBER 19,SS,Jackson Merrill,--,--,--,--,--,
1652,SEPTEMBER 19,OF,Jarren Duran,0,0,0,0,0,0
1653,SEPTEMBER 19,OF,Jurickson Profar,--,--,--,--,--,
1654,SEPTEMBER 19,OF,Tommy Edman,2,2,2,1,1,6
1655,SEPTEMBER 19,UTIL,Fernando Tatis Jr.,--,--,--,--,--,
1656,SEPTEMBER 20,C,J.T. Realmuto,1,5,2,0,1,7
1657,SEPTEMBER 20,1B,Yandy Diaz,0,2,0,1,0,3
1658,SEPTEMBER 20,2B,Brendan Donovan,0,0,0,1,0,1
1659,SEPTEMBER 20,3B,Alec Bohm,2,7,4,0,0,13
1660,SEPTEMBER 20,SS,Jackson Merrill,0,2,2,1,1,4
1661,SEPTEMBER 20,OF,Jarren Duran,0,2,0,2,2,4
1662,SEPTEMBER 20,OF,Jurickson Profar,1,1,0,0,1,
1663,SEPTEMBER 20,OF,Tommy Edman,1,0,0,1,0,3
1664,SEPTEMBER 20,UTIL,Fernando Tatis Jr.,0,2,1,0,3,0
1665,SEPTEMBER 21,C,J.T. Realmuto,1,1,0,0,1,1
1666,SEPTEMBER 21,1B,Yandy Diaz,1,1,0,1,0,3
1667,SEPTEMBER 21,2B,Brendan Donovan,0,0,0,0,1,-1
1668,SEPTEMBER 21,3B,Alec Bohm,0,0,0,0,1,-1
1669,SEPTEMBER 21,SS,Jackson Merrill,1,2,1,1,0,5
1670,SEPTEMBER 21,OF,Jarren Duran,--,--,--,--,--,
1671,SEPTEMBER 21,OF,Jurickson Profar,1,2,0,1,1,
1672,SEPTEMBER 21,OF,Tommy Edman,0,0,0,1,2,-1
1673,SEPTEMBER 21,UTIL,Fernando Tatis Jr.,0,4,0,0,1,3
1674,SEPTEMBER 22,C,J.T. Realmuto,0,0,0,0,2,-2
1675,SEPTEMBER 22,1B,Yandy Diaz,0,2,0,0,0,2
1676,SEPTEMBER 22,2B,Brendan Donovan,0,4,0,0,0,4
1677,SEPTEMBER 22,3B,Alec Bohm,0,1,1,0,1,1
1678,SEPTEMBER 22,SS,Jackson Merrill,0,0,0,0,1,-1
1679,SEPTEMBER 22,OF,Jarren Duran,3,3,2,2,1,9
1680,SEPTEMBER 22,OF,Jurickson Profar,1,5,2,0,0,
1681,SEPTEMBER 22,OF,Tommy Edman,0,0,0,0,0,0
1682,SEPTEMBER 22,UTIL,Fernando Tatis Jr.,1,4,1,0,1,5
1683,SEPTEMBER 23,C,J.T. Realmuto,1,5,2,0,0,8
1684,SEPTEMBER 23,1B,Yandy Diaz,--,--,--,--,--,
1685,SEPTEMBER 23,2B,Brendan Donovan,--,--,--,--,--,
1686,SEPTEMBER 23,3B,Alec Bohm,0,0,0,1,1,0
1687,SEPTEMBER 23,SS,Jackson Merrill,--,--,--,--,--,
1688,SEPTEMBER 23,OF,Jarren Duran,0,5,0,0,1,4
1689,SEPTEMBER 23,OF,Jurickson Profar,--,--,--,--,--,
1690,SEPTEMBER 23,OF,Tommy Edman,--,--,--,--,--,
1691,SEPTEMBER 23,UTIL,Fernando Tatis Jr.,--,--,--,--,--,
1692,SEPTEMBER 24,C,J.T. Realmuto,--,--,--,--,--,
1693,SEPTEMBER 24,1B,Yandy Diaz,0,0,0,0,0,0
1694,SEPTEMBER 24,2B,Brendan Donovan,0,1,0,0,2,-1
1695,SEPTEMBER 24,3B,Alec Bohm,0,0,0,0,1,-1
1696,SEPTEMBER 24,SS,Jackson Merrill,1,1,0,0,1,1
1697,SEPTEMBER 24,OF,Jarren Duran,1,1,0,0,2,0
1698,SEPTEMBER 24,OF,Jurickson Profar,1,2,0,0,0,
1699,SEPTEMBER 24,OF,Tommy Edman,0,1,0,0,1,0
1700,SEPTEMBER 24,UTIL,Fernando Tatis Jr.,0,0,0,0,1,-1
1701,SEPTEMBER 25,C,J.T. Realmuto,1,1,1,1,2,2
1702,SEPTEMBER 25,1B,Yandy Diaz,--,--,--,--,--,
1703,SEPTEMBER 25,2B,Brendan Donovan,0,0,1,0,2,-1
1704,SEPTEMBER 25,3B,Alec Bohm,--,--,--,--,--,
1705,SEPTEMBER 25,SS,Jackson Merrill,1,2,0,0,0,3
1706,SEPTEMBER 25,OF,Jarren Duran,1,3,0,0,0,4
1707,SEPTEMBER 25,OF,Jurickson Profar,0,0,0,0,2,
1708,SEPTEMBER 25,OF,Tommy Edman,1,2,0,1,1,3
1709,SEPTEMBER 25,UTIL,Fernando Tatis Jr.,1,6,1,1,0,9
1710,SEPTEMBER 26,C,J.T. Realmuto,--,--,--,--,--,
1711,SEPTEMBER 26,1B,Yandy Diaz,--,--,--,--,--,
1712,SEPTEMBER 26,2B,Brendan Donovan,0,1,0,0,0,1
1713,SEPTEMBER 26,3B,Alec Bohm,--,--,--,--,--,
1714,SEPTEMBER 26,SS,Jackson Merrill,0,0,0,0,0,0
1715,SEPTEMBER 26,OF,Jarren Duran,--,--,--,--,--,
1716,SEPTEMBER 26,OF,Jurickson Profar,1,1,0,0,0,
1717,SEPTEMBER 26,OF,Tommy Edman,0,0,0,0,2,-2
1718,SEPTEMBER 26,UTIL,Fernando Tatis Jr.,0,1,0,1,1,2
1719,SEPTEMBER 27,C,J.T. Realmuto,0,0,0,0,1,-1
1720,SEPTEMBER 27,1B,Yandy Diaz,0,0,0,0,2,-2
1721,SEPTEMBER 27,2B,Brendan Donovan,0,1,0,0,0,1
1722,SEPTEMBER 27,3B,Alec Bohm,0,0,0,0,1,-1
1723,SEPTEMBER 27,SS,Jackson Merrill,0,3,1,0,0,4
1724,SEPTEMBER 27,OF,Steven Kwan,0,0,0,2,0,2
1725,SEPTEMBER 27,OF,Jarren Duran,0,1,0,0,1,0
1726,SEPTEMBER 27,OF,Jurickson Profar,1,0,0,0,2,
1727,SEPTEMBER 27,UTIL,Fernando Tatis Jr.,0,0,0,0,1,-1
1728,SEPTEMBER 28,C,J.T. Realmuto,0,1,0,1,2,0
1729,SEPTEMBER 28,1B,Yandy Diaz,2,1,0,2,1,4
1730,SEPTEMBER 28,2B,Brendan Donovan,1,4,2,0,0,7
1731,SEPTEMBER 28,3B,Alec Bohm,0,0,1,0,0,1
1732,SEPTEMBER 28,SS,Jackson Merrill,--,--,--,--,--,
1733,SEPTEMBER 28,OF,Steven Kwan,--,--,--,--,--,
1734,SEPTEMBER 28,OF,Jarren Duran,1,0,0,0,0,1
1735,SEPTEMBER 28,OF,Jurickson Profar,1,1,0,1,1,
1736,SEPTEMBER 28,UTIL,Fernando Tatis Jr.,--,--,--,--,--,
1737,SEPTEMBER 29,C,J.T. Realmuto,--,--,--,--,--,
1738,SEPTEMBER 29,1B,Yandy Diaz,--,--,--,--,--,
1739,SEPTEMBER 29,2B,Brendan Donovan,1,5,2,2,0,10
1740,SEPTEMBER 29,3B,Alec Bohm,0,1,1,0,1,1
1741,SEPTEMBER 29,SS,Jackson Merrill,0,1,0,1,0,2
1742,SEPTEMBER 29,OF,Steven Kwan,--,--,--,--,--,
1743,SEPTEMBER 29,OF,Jarren Duran,1,1,0,0,2,0
1744,SEPTEMBER 29,OF,Jurickson Profar,--,--,--,--,--,
1745,SEPTEMBER 29,UTIL,Fernando Tatis Jr.,0,0,0,0,2,-2
